"tid","geom","id_0","id","name","prefecture","address","country","product","product_na","quality","activity","duration","addrtype","addrlocat"
253,"0104000020E610000001000000010100000068075C57CCC237400096F0DF17084340",253,"388","ΜΕΤΡΟ ΑΕΒΕ","ΑΤΤΙΚΗΣ","Μεταμόρφωση του Ν. Αττικής","Ελλάδα","ΤΥΡΙ","ΚΑΣΕΡΙ","Π.Ο.Π.","εμπορία","12.10.2014 έως 11.10.2017","locality","APPROXIMATE"
254,"0104000020E610000001000000010100000068075C57CCC237400096F0DF17084340",254,"389","ΜΕΤΡΟ ΑΕΒΕ","ΑΤΤΙΚΗΣ","Μεταμόρφωση του Ν. Αττικής","Ελλάδα","ΤΥΡΙ","ΚΕΦΑΛΟΓΡΑΒΙΕΡΑ","Π.Ο.Π.","εμπορία","12.10.2014 έως 11.10.2017","locality","APPROXIMATE"
255,"0104000020E610000001000000010100000068075C57CCC237400096F0DF17084340",255,"390","ΜΕΤΡΟ ΑΕΒΕ","ΑΤΤΙΚΗΣ","Μεταμόρφωση του Ν. Αττικής","Ελλάδα","ΤΥΡΙ","ΓΡΑΒΙΕΡΑ ΚΡΗΤΗΣ","Π.Ο.Π.","εμπορία","12.10.2014 έως 11.10.2017","locality","APPROXIMATE"
256,"0104000020E610000001000000010100000068075C57CCC237400096F0DF17084340",256,"391","ΜΕΤΡΟ ΑΕΒΕ","ΑΤΤΙΚΗΣ","Μεταμόρφωση του Ν. Αττικής","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","εμπορία","12.10.2014 έως 11.10.2017","locality","APPROXIMATE"
257,"0104000020E610000001000000010100000068075C57CCC237400096F0DF17084340",257,"392","ΜΕΤΡΟ ΑΕΒΕ","ΑΤΤΙΚΗΣ","Μεταμόρφωση του Ν. Αττικής","Ελλάδα","ΤΥΡΙ","ΓΡΑΒΙΕΡΑ ΝΑΞΟΥ","Π.Ο.Π.","εμπορία","12.10.2014 έως 11.10.2017","locality","APPROXIMATE"
258,"0104000020E610000001000000010100000068075C57CCC237400096F0DF17084340",258,"393","ΜΕΤΡΟ ΑΕΒΕ","ΑΤΤΙΚΗΣ","Μεταμόρφωση του Ν. Αττικής","Ελλάδα","ΤΥΡΙ","ΜΑΝΟΥΡΙ","Π.Ο.Π.","εμπορία","12.10.2014 έως 11.10.2017","locality","APPROXIMATE"
259,"0104000020E6100000010000000101000000FA788D02E91F36404BB6155685F24240",259,"394","ΜΗΛΙΤΣΟΠΟΥΛΟΣ Θ. ΠΑΝΑΓΙΩΤΗΣ","ΑΧΑΪΑΣ","Κλειτορία του Ν. Αχαϊας","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","ΑΝΑΚΛΗΣΗ","locality","APPROXIMATE"
260,"0104000020E6100000010000000101000000FA788D02E91F36404BB6155685F24240",260,"395","ΜΗΛΙΤΣΟΠΟΥΛΟΣ Π. ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΓΑΛΑΚΤΟΚΟΜΙΚΩΝ ΠΡΟΪΌΝΤΩΝ","ΑΧΑΪΑΣ","Κλειτορία του Ν. Αχαϊας","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","02.02.2017 έως 11.09.2019","locality","APPROXIMATE"
261,"0104000020E610000001000000010100000045189A46EEDA344023522EE818C54340",261,"396","ΜΙΝΕΡΒΑ Α.Ε. ΕΛΑΙΟΥΡΓΙΚΩΝ ΕΠΙΧΕΙΡΗΣΕΩΝ","ΙΩΑΝΝΙΝΩΝ","Επισκοπικό του Ν. Ιωαννίνων","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","21.03.2015 έως 20.03.2018","locality","APPROXIMATE"
262,"0104000020E61000000100000001010000006D73637AC2CE374031DB04CE08074340",262,"397","ΜΟΝΑΣΤΗΡΙ KOIN. Σ.ΕΠ.-ΚΟΙΝΩΝΙΚΗ ΣΥΝΕΤΑΙΡΙΣΤΙΚΗ ΕΠΙΧΕΙΡΗΣΗ ΜΟΝΑΣΤΗΡΙ","ΑΤΤΙΚΗΣ","Μαρούσι του Ν. Αττικής","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","εμπορία","29.04.2013 έως 28.04.2016","locality","APPROXIMATE"
263,"0104000020E61000000100000001010000006AEDC737250C36406913718456664440",263,"398","ΜΟΥΣΤΑΚΑΣ ΓΕΩΡΓΙΟΣ","ΠΕΛΛΑΣ","Έδεσσα του Ν. Πέλλης","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","εμπορία","28/01/2014 έως 27/01/2017","route","GEOMETRIC_CENTER"
264,"0104000020E610000001000000010100000097169A907BB53640B6099C114A344340",264,"399","ΜΠΑΚΟΛΟΥΚΑΣ ΧΡ. ΚΩΝΣΤΑΝΤΙΝΟΣ","ΒΟΙΩΤΙΑΣ","Αράχωβα του Ν. Βοιωτίας","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","30.10.2015 έως 29.10.2018","locality","APPROXIMATE"
265,"0104000020E610000001000000010100000097169A907BB53640B6099C114A344340",265,"400","ΜΠΑΚΟΛΟΥΚΑΣ ΧΡ. ΚΩΝΣΤΑΝΤΙΝΟΣ","ΒΟΙΩΤΙΑΣ","Αράχωβα του Ν. Βοιωτίας","Ελλάδα","ΤΥΡΙ","ΦΟΡΜΑΕΛΑ ΑΡΑΧΩΒΑΣ ΠΑΡΝΑΣΣΟΥ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","08.09.2014 έως 07.09.2017","locality","APPROXIMATE"
266,"0104000020E610000001000000010100000059CAE83697F13440DE43786AE46C4340",266,"401","ΜΠΑΚΟΧΡΗΣΤΟΣ Π. & ΣΙΑ Ο.Ε.","ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ","Μοναστηράκι Αιτωλοακαρνανίας του Ν.Αιτωλοακαρνανίας","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","21.10.2014 έως 20.10.2017","locality","APPROXIMATE"
267,"0104000020E6100000010000000101000000C8E7BA95CA8E364065236B685E8D4440",267,"402","ΜΠΑΣΔΡΑΣ Α.- Ο.Ε.","ΚΙΛΚΙΣ","Εύζωνοι Πολυκάστρου του Ν. Κιλκίς","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","21.05.2013 έως 20.05.2016","locality","APPROXIMATE"
268,"0104000020E6100000010000000101000000C8E7BA95CA8E364065236B685E8D4440",268,"403","ΜΠΑΣΔΡΑΣ Α.- Ο.Ε.","ΚΙΛΚΙΣ","Εύζωνοι Πολυκάστρου του Ν. Κιλκίς","Ελλάδα","ΤΥΡΙ","ΜΑΝΟΥΡΙ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","21.05.2013 έως 20.05.2016","locality","APPROXIMATE"
269,"0104000020E6100000010000000101000000C8E7BA95CA8E364065236B685E8D4440",269,"404","ΜΠΑΣΔΡΑΣ Α.- Ο.Ε.","ΚΙΛΚΙΣ","Εύζωνοι Πολυκάστρου του Ν. Κιλκίς","Ελλάδα","ΤΥΡΙ","ΚΑΣΕΡΙ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","21.05.2013 έως 20.05.2016","locality","APPROXIMATE"
270,"0104000020E61000000100000001010000002600FF942AC93540CD2CF823FBB64340",270,"405","ΜΠΑΤΑΓΙΑΝΝΗΣ FOOD MON ΕΠΕ","ΚΑΡΔΙΤΣΑΣ","Λαζαρίνα του Ν. Καρδίτσας","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","02.12.2015 έως 05.05.2017","route","GEOMETRIC_CENTER"
271,"0104000020E610000001000000010100000089C855D1C4EC3440E4141DC9E58A4340",271,"406","ΜΠΑΦΑΣ Γ. & ΣΙΑ Α.Β.Ε.Ε.","ΑΡΤΑΣ","Ανέζα του Ν. Άρτας","Ελλάδα","ΤΥΡΙ","ΚΕΦΑΛΟΓΡΑΒΙΕΡΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","21.03.2017 έως 20.03.2020","locality","APPROXIMATE"
272,"0104000020E610000001000000010100000089C855D1C4EC3440E4141DC9E58A4340",272,"407","ΜΠΑΦΑΣ Γ. & ΣΙΑ Α.Β.Ε.Ε.","ΑΡΤΑΣ","Ανέζα του Ν. Άρτας","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","21.03.2017 έως 20.03.2020","locality","APPROXIMATE"
273,"0104000020E61000000100000001010000003BF3BC65988A364082AF4390DE3B4440",273,"408","ΜΠΕΛΑΣ ΦΙΛΩΤΑΣ & ΥΙΟΣ Α.Ε.","ΠΙΕΡΙΑΣ","Αιγίνιο του Ν. Πιερίας","Ελλάδα","ΤΥΡΙ","ΜΠΑΤΖΟΣ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","12.02.2017 έως 11.02.2020","locality","APPROXIMATE"
274,"0104000020E610000001000000010100000068075C57CCC237400096F0DF17084340",373,"590","ΦΟΥΝΤΡΙΝΚΟ Α.Ε.","ΑΤΤΙΚΗΣ","Μεταμόρφωση του Ν. Αττικής","Ελλάδα","ΤΥΡΙ","ΓΡΑΒΙΕΡΑ ΚΡΗΤΗΣ","Π.Ο.Π.","εμπορία","02.04.2015 έως 01.04.2018","locality","APPROXIMATE"
275,"0104000020E61000000100000001010000003BF3BC65988A364082AF4390DE3B4440",274,"409","ΜΠΕΛΑΣ ΦΙΛΩΤΑΣ & ΥΙΟΣ Α.Ε.","ΠΙΕΡΙΑΣ","Αιγίνιο του Ν. Πιερίας","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","21.03.2015 έως 20.03.2018","locality","APPROXIMATE"
276,"0104000020E61000000100000001010000003BF3BC65988A364082AF4390DE3B4440",275,"410","ΜΠΕΛΑΣ ΦΙΛΩΤΑΣ & ΥΙΟΣ Α.Ε.","ΠΙΕΡΙΑΣ","Αιγίνιο του Ν. Πιερίας","Ελλάδα","ΤΥΡΙ","ΚΑΣΕΡΙ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","02.07.2015 έως 01.07.2018","locality","APPROXIMATE"
277,"0104000020E61000000100000001010000003BF3BC65988A364082AF4390DE3B4440",276,"411","ΜΠΕΛΑΣ ΦΙΛΩΤΑΣ & ΥΙΟΣ Α.Ε.","ΠΙΕΡΙΑΣ","Αιγίνιο του Ν. Πιερίας","Ελλάδα","ΤΥΡΙ","ΜΑΝΟΥΡΙ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","02.07.2015 έως 01.07.2018","locality","APPROXIMATE"
278,"0104000020E61000000100000001010000001BEB877DA72A3540C5460F327F6E4340",277,"424","ΝΑΚΑΣ Ν. ΚΑΙ ΥΙΟΙ Ο.Ε.","ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ","Αμφιλοχία Ν. Αιτωλοκαρνανίας","Ελλάδα","ΤΥΡΙ","ΚΕΦΑΛΟΓΡΑΒΙΕΡΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","26.06.2014 έως 25.06.2017","locality","APPROXIMATE"
279,"0104000020E61000000100000001010000003BE52C47237C3440651FBF12A3D34340",278,"425","ΝΑΤΣΙΑΣ ΣΠΥΡΙΔΩΝ","ΘΕΣΠΡΩΤΙΑΣ","Ραβενή Φιλιατών του Ν. Θεσπρωτίας","Ελλάδα","ΤΥΡΙ","ΚΕΦΑΛΟΓΡΑΒΙΕΡΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","11.07.2015 έως 10.07.2018","locality","APPROXIMATE"
280,"0104000020E6100000010000000101000000A5E83702A72538402009FB7612934440",279,"426","ΝΕΟΓΑΛ ΒΙΟΜΗΧΑΝΙΑ ΓΑΛΑΚΤΟΣ ΔΡΑΜΑΣ Α.Ε.","ΔΡΑΜΑΣ","Δράμα του Ν. Δράμας","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","21.03.2015 έως 20.03.2018","locality","APPROXIMATE"
281,"0104000020E61000000100000001010000009ED9098A7A7E36401BC693933FC44340",280,"429","ΝΟΥΣΙΑΣ ΓΕΩΡΓΙΟΣ & ΑΠΟΣΤ. Ο.Ε.","ΛΑΡΙΣΑΣ","Ν. Λεύκη του Ν. Λάρισας","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","21.03.2015 έως 20.03.2018","cemetery","GEOMETRIC_CENTER"
282,"0104000020E61000000100000001010000009ED9098A7A7E36401BC693933FC44340",281,"430","ΝΟΥΣΙΑΣ ΓΕΩΡΓΙΟΣ & ΑΠΟΣΤ. Ο.Ε.","ΛΑΡΙΣΑΣ","Ν. Λεύκη του Ν. Λάρισας","Ελλάδα","ΤΥΡΙ","ΜΑΝΟΥΡΙ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","28.05.2015 έως 27.05.2018","cemetery","GEOMETRIC_CENTER"
283,"0104000020E6100000010000000101000000B62A2E3311EB36409367A89BD55C4440",282,"432","ΝΤΑΜΠΙΖΑΣ Γ & ΣΙΑ Ο.Ε. - ΠΡΟΒΟΓΑΛ","ΘΕΣ/ΝΙΚΗΣ","Ν. Ευκαρπία του Ν. Θεσσαλονίκης","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","21.03.2015 έως 20.03.2018","route","GEOMETRIC_CENTER"
284,"0104000020E6100000010000000101000000B62A2E3311EB36409367A89BD55C4440",283,"433","ΝΤΑΜΠΙΖΑΣ Γ & ΣΙΑ Ο.Ε. - ΠΡΟΒΟΓΑΛ","ΘΕΣ/ΝΙΚΗΣ","Ν. Ευκαρπία του Ν. Θεσσαλονίκης","Ελλάδα","ΤΥΡΙ","ΜΑΝΟΥΡΙ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","17.02.2015 έως 16.02.2018","route","GEOMETRIC_CENTER"
285,"0104000020E6100000010000000101000000EEAF1EF7AD4637405B947E67203C4440",284,"435","ΝΤΑΜΠΙΖΑΣ ΗΛΙΑΣ & ΥΙΟΙ Ο.Ε.","ΧΑΛΚΙΔΙΚΗΣ","Γαλάτιστα του Ν. Χαλκιδικής","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","21.03.2015 έως 20.03.2018","establishment","GEOMETRIC_CENTER"
286,"0104000020E6100000010000000101000000EEAF1EF7AD4637405B947E67203C4440",285,"436","ΝΤΑΜΠΙΖΑΣ ΗΛΙΑΣ & ΥΙΟΙ Ο.Ε.","ΧΑΛΚΙΔΙΚΗΣ","Γαλάτιστα του Ν. Χαλκιδικής","Ελλάδα","ΤΥΡΙ","ΚΑΛΑΘΑΚΙ ΛΗΜΝΟΥ","Π.Ο.Π.","συσ/σια - τυπ/ση, εμπορία","19.03.2015 έως 18.03.2018","establishment","GEOMETRIC_CENTER"
287,"0104000020E610000001000000010100000016B0D3FEBD1039401C0EA6BCB1A94140",286,"441","ΞΥΛΟΥΡΗΣ ΜΙΧΑΗΛ ΤΟΥ ΕΛΕΥΘΕΡΙΟΥ","ΗΡΑΚΛΕΙΟΥ","Γάζι του Ν. Ηρακλείου","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","συσ/σια - τυπ/ση, εμπορία","07.07.2014 έως 06.07.2017","locality","APPROXIMATE"
288,"0104000020E610000001000000010100000016B0D3FEBD1039401C0EA6BCB1A94140",287,"442","ΞΥΛΟΥΡΗΣ ΜΙΧΑΗΛ ΤΟΥ ΕΛΕΥΘΕΡΙΟΥ","ΗΡΑΚΛΕΙΟΥ","Γάζι του Ν. Ηρακλείου","Ελλάδα","ΤΥΡΙ","ΞΥΝΟΜΥΖΗΘΡΑ ΚΡΗΤΗΣ","Π.Ο.Π.","συσ/σια - τυπ/ση, εμπορία","07.07.2014 έως 06.07.2017","locality","APPROXIMATE"
289,"0104000020E610000001000000010100000016B0D3FEBD1039401C0EA6BCB1A94140",288,"443","ΞΥΛΟΥΡΗΣ ΜΙΧΑΗΛ ΤΟΥ ΕΛΕΥΘΕΡΙΟΥ","ΗΡΑΚΛΕΙΟΥ","Γάζι του Ν. Ηρακλείου","Ελλάδα","ΤΥΡΙ","ΓΡΑΒΙΕΡΑ ΚΡΗΤΗΣ","Π.Ο.Π.","συσ/σια - τυπ/ση, εμπορία","11.07.2014 έως 10.07.2017","locality","APPROXIMATE"
290,"0104000020E610000001000000010100000053735E08DEF13540DF41A2BF86044440",289,"447","ΟΙΚΟΛΟΓΙΚΟ ΑΓΡΟΚΤΗΜΑ Α.Ε.","ΚΟΖΑΝΗΣ","Λιβαδερό του Ν.  Κοζάνης","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","22.12.2014 έως 21.12.2017","locality","APPROXIMATE"
291,"0104000020E610000001000000010100000032A59AFE91C23540AD3E0DCE96C84340",290,"449","ΟΜΗΡΟΣ ΒΙΟΜΗΧΑΝΙΑ ΓΑΛΑΚΤΟΣ ΑΕΒΕ","ΤΡΙΚΑΛΩΝ","Μεγάρχη Τρικάλων του Ν. Τρικάλων","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","24.07.2014 έως 23.07.2017","route","GEOMETRIC_CENTER"
292,"0104000020E6100000010000000101000000FD3CFCEBCBA0354051C2A79432DA4340",291,"450","ΠΑΙΔΗΣ ΘΕΟΔΩΡΟΣ","ΤΡΙΚΑΛΩΝ","Καλαμπάκα του Ν. Τρικάλων","Ελλάδα","ΤΥΡΙ","ΚΑΣΕΡΙ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","14.04.2014 έως 13.04.2017","route","GEOMETRIC_CENTER"
293,"0104000020E6100000010000000101000000FD3CFCEBCBA0354051C2A79432DA4340",292,"451","ΠΑΙΔΗΣ ΘΕΟΔΩΡΟΣ","ΤΡΙΚΑΛΩΝ","Καλαμπάκα του Ν. Τρικάλων","Ελλάδα","ΤΥΡΙ","ΜΑΝΟΥΡΙ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","14.04.2014 έως 13.04.2017","route","GEOMETRIC_CENTER"
294,"0104000020E6100000010000000101000000FD3CFCEBCBA0354051C2A79432DA4340",293,"452","ΠΑΙΔΗΣ ΘΕΟΔΩΡΟΣ","ΤΡΙΚΑΛΩΝ","Καλαμπάκα του Ν. Τρικάλων","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","14.04.2014 έως 13.04.2017","route","GEOMETRIC_CENTER"
295,"0104000020E6100000010000000101000000E0CA23C9BD4E3640FF7CB669C7E94340",294,"453","ΠΑΛΙΟΣ ΓΕΩΡΓΙΟΣ & ΧΡΗΣΤΟΣ  Ο.Ε.","ΛΑΡΙΣΑΣ","Αργυροπούλι Τυρνάβου Ν. Λαρίσης","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","01.02.2015 έως 31.01.2018","locality","APPROXIMATE"
296,"0104000020E6100000010000000101000000F01F668A9483344003FDCFAB4BBB4340",295,"456","ΠΑΠΑΔΟΠΟΥΛΟΣ Β.Α. ΜΟΝΟΠΡΟΣΩΠΗ Ε.Π.Ε.","ΘΕΣΠΡΩΤΙΑΣ","Παραμυθιά του Ν. Θεσπρωτίας","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","30.11.2014 έως 29.11.2017","locality","APPROXIMATE"
297,"0104000020E6100000010000000101000000F01F668A9483344003FDCFAB4BBB4340",296,"457","ΠΑΠΑΔΟΠΟΥΛΟΣ Β.Α. ΜΟΝΟΠΡΟΣΩΠΗ Ε.Π.Ε.","ΘΕΣΠΡΩΤΙΑΣ","Παραμυθιά του Ν. Θεσπρωτίας","Ελλάδα","ΤΥΡΙ","ΚΕΦΑΛΟΓΡΑΒΙΕΡΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","21.03.2015 έως 20.03.2018","locality","APPROXIMATE"
298,"0104000020E610000001000000010100000052A4B1ACEAF33640C79E3D97A94E4440",297,"460","ΠΑΠΑΠΕΤΡΟΥ Π. & Π. ΕΜΠΟΡΙΑ ΤΡΟΦΙΜΩΝ Α.Ε.","ΘΕΣ/ΝΙΚΗΣ","Θεσσαλονίκη του Ν. Θεσσαλονίκης","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","εμπορία","15.04.2016 έως 14.04.2019","establishment","ROOFTOP"
299,"0104000020E6100000010000000101000000DB13C9FC4880364062F9F36DC10C4440",298,"462","ΠΑΡΑΔΟΣΙΑΚΗ ΟΛΥΜΠΟΥ Α.Β.Ε.Ε.","ΠΙΕΡΙΑΣ","Λιτόχωρο του Ν. Πιερίας","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","21.03.2017 έως 20.03.2020","route","GEOMETRIC_CENTER"
300,"0104000020E6100000010000000101000000E0CA23C9BD4E3640FF7CB669C7E94340",299,"463","ΠΑΤΣΗΣ ΔΗΜΗΤΡΙΟΣ","ΛΑΡΙΣΑΣ","Τύρναβος του Ν. Λάρισας","Ελλάδα","ΤΥΡΙ","ΚΑΣΕΡΙ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","21.02.2015 έως 20.02.2018","locality","APPROXIMATE"
301,"0104000020E61000000100000001010000007C009C2853923540C3F58315023F4440",300,"464","ΠΑΤΣΙΚΑΣ ΣΤΕΦΑΝΟΣ & ΣΙΑ Ο.Ε.","ΚΟΖΑΝΗΣ","Αναρράχη Πτολεμαίδας","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","22.07.2014 έως 21.07.2017","route","GEOMETRIC_CENTER"
302,"0104000020E610000001000000010100000044EC5DCD4B6B3640AAB46A7CCBD14340",301,"470","ΠΙΣΠΙΡΙΚΟΣ ΖΗΣΗΣ","ΛΑΡΙΣΑΣ","Λάρισα του Ν. Λάρισας","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","εμπορία","08.04.2017 έως 07.04.2020","locality","APPROXIMATE"
303,"0104000020E61000000100000001010000000327DBC01D703940CCD07822888B4240",302,"471","ΠΙΤΤΑΡΑΣ ΝΙΚΟΛΑΟΣ","ΚΥΚΛΑΔΩΝ","Μέλανες Νάξου του Ν. Κυκλάδων","Ελλάδα","ΤΥΡΙ","ΓΡΑΒΙΕΡΑ ΝΑΞΟΥ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","18.03.2015 έως 17.03.2018","locality","APPROXIMATE"
304,"0104000020E6100000010000000101000000E0CA23C9BD4E3640FF7CB669C7E94340",303,"476","ΠΡΑΠΑΣ ΣΤΕΡΓΙΟΣ & ΣΙΑ Ο.Ε.","ΛΑΡΙΣΑΣ","Τύρναβο του Ν. Λάρισας","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","27.08.2014 έως 26.08.2017","locality","APPROXIMATE"
305,"0104000020E610000001000000010100000077AD73C23AEE3740AE2017E64EF04240",304,"481","ΠΡΟΜΗΘΕΥΤΙΚΗ ΤΡΟΦΙΜΩΝ A.E.","ΑΤΤΙΚΗΣ","Μαρκόπουλο του Ν. Αττικής","Ελλάδα","ΤΥΡΙ","ΚΕΦΑΛΟΓΡΑΒΙΕΡΑ","Π.Ο.Π.","εμπορία","21.09.2015 έως 20.09.2018","route","GEOMETRIC_CENTER"
306,"0104000020E610000001000000010100000077AD73C23AEE3740AE2017E64EF04240",305,"482","ΠΡΟΜΗΘΕΥΤΙΚΗ ΤΡΟΦΙΜΩΝ A.E.","ΑΤΤΙΚΗΣ","Μαρκόπουλο του Ν. Αττικής","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","εμπορία","21.09.2015 έως 20.09.2018","route","GEOMETRIC_CENTER"
307,"0104000020E610000001000000010100000033816CA34B9736403C1B4D897F484440",306,"485","ΡΑΚΟΠΟΥΛΟΣ ΘΩΜΑΣ","ΗΜΑΘΙΑΣ","Κλειδί του Ν. Ημαθίας","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","εμπορία","19.07.2016 έως 18.07.2019","locality","APPROXIMATE"
308,"0104000020E610000001000000010100000000FA2246747E354002953B7D4ED04240",307,"486","ΡΑΠΑΚΟΥΛΙΑΣ ΚΩΝ. ΓΕΩΡΓΙΟΣ & ΣΙΑ Ο.Ε.","ΗΛΕΙΑΣ","Επιτάλιο του Ν. Ηλείας","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","21.03.2012 έως 20.03.2015","locality","APPROXIMATE"
309,"0104000020E610000001000000010100000097169A907BB53640B6099C114A344340",308,"487","ΡΑΠΤΗΣ ΑΓΓ. ΙΩΑΝΝΗΣ","ΒΟΙΩΤΙΑΣ","Αράχωβα του N. Βοιωτίας","Ελλάδα","ΤΥΡΙ","ΦΟΡΜΑΕΛΑ ΑΡΑΧΩΒΑΣ ΠΑΡΝΑΣΣΟΥ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","13.12.2013 έως 12.12.2016","locality","APPROXIMATE"
310,"0104000020E610000001000000010100000097169A907BB53640B6099C114A344340",309,"488","ΡΑΠΤΗΣ ΙΩΑΝΝΗΣ  ΤΟΥ ΠΑΝΑΓΙΩΤΗ","ΒΟΙΩΤΙΑΣ","Αράχωβα του N. Βοιωτίας","Ελλάδα","ΤΥΡΙ","ΦΟΡΜΑΕΛΑ ΑΡΑΧΩΒΑΣ ΠΑΡΝΑΣΣΟΥ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","01.03.2013 έως 29.02.2016","locality","APPROXIMATE"
311,"0104000020E610000001000000010100000097169A907BB53640B6099C114A344340",310,"489","ΡΑΠΤΗΣ ΙΩΑΝΝΗΣ ΤΟΥ ΑΣΤΕΡΙΟΥ","ΒΟΙΩΤΙΑΣ","Αράχωβα του Ν. Βοιωτίας","Ελλάδα","ΤΥΡΙ","ΦΟΡΜΑΕΛΑ ΑΡΑΧΩΒΑΣ ΠΑΡΝΑΣΣΟΥ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","24.02.2012 έως 23.02.2015","locality","APPROXIMATE"
312,"0104000020E610000001000000010100000097169A907BB53640B6099C114A344340",311,"490","ΡΑΠΤΗΣ ΛΟΥΚΑΣ ΤΟΥ ΓΕΩΡΓΙΟΥ","ΒΟΙΩΤΙΑΣ","Αράχωβα του N. Βοιωτίας","Ελλάδα","ΤΥΡΙ","ΦΟΡΜΑΕΛΑ ΑΡΑΧΩΒΑΣ ΠΑΡΝΑΣΣΟΥ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","27.02.2013 έως 26.02.2016","locality","APPROXIMATE"
